,Article,rev_id,page_id,user,timestamp,Quality,article_type
1099,4chan,435164848,571986,JeffGBot,2011-06-19T21:56:36Z,FA,Good
1100,4chan,435164816,571986,JeffGBot,2011-06-19T21:56:27Z,FA,Good
1101,4chan,435164788,571986,JeffGBot,2011-06-19T21:56:16Z,FA,Good
1102,4chan,376693725,571986,84.177.219.168,2010-08-02T03:02:03Z,FA,Good
1103,4chan,376586291,571986,PrimeHunter,2010-08-01T13:14:03Z,FA,Good
1104,4chan,376580241,571986,SineBot,2010-08-01T12:07:07Z,FA,Good
1105,4chan,376580132,571986,84.177.171.209,2010-08-01T12:06:01Z,FA,Good
1106,4chan,350512459,571986,Arthur Rubin,2010-03-18T00:54:32Z,FA,Good
1107,4chan,350474071,571986,Fishnet37222,2010-03-17T21:11:56Z,FA,Good
1108,4chan,348871109,571986,WildBot,2010-03-10T01:48:05Z,FA,Good
1109,4chan,348735197,571986,WildBot,2010-03-09T14:02:39Z,FA,Good
1110,4chan,348476028,571986,WildBot,2010-03-08T05:30:03Z,FA,Good
1111,4chan,348328605,571986,WildBot,2010-03-07T13:51:37Z,FA,Good
1112,4chan,348208382,571986,WildBot,2010-03-07T00:55:48Z,FA,Good
1113,4chan,348208240,571986,FrescoBot,2010-03-07T00:54:59Z,FA,Good
1114,4chan,337382549,571986,MegaSloth,2010-01-12T13:40:13Z,FA,Good
1115,4chan,336605238,571986,PolarYukon,2010-01-08T15:07:05Z,FA,Good
1116,4chan,315618648,571986,174.106.65.137,2009-09-23T00:39:43Z,FA,Good
1117,4chan,314807910,571986,PrimeHunter,2009-09-18T22:32:04Z,FA,Good
1118,4chan,314805332,571986,71.68.81.162,2009-09-18T22:15:44Z,FA,Good
1119,4chan,309777396,571986,Flynn M Taggart,2009-08-24T13:07:52Z,FA,Good
1120,4chan,287556356,571986,Magioladitis,2009-05-03T01:22:24Z,FA,Good
1121,4chan,281508691,571986,Rjanag,2009-04-03T14:50:46Z,FA,Good
1122,4chan,281507325,571986,Rjanag,2009-04-03T14:41:32Z,FA,Good
1123,4chan,281507196,571986,Rcnaranja,2009-04-03T14:40:44Z,FA,Good
1124,4chan,281507159,571986,Rcnaranja,2009-04-03T14:40:35Z,FA,Good
1125,4chan,246723787,571986,Ameliorate!,2008-10-21T14:15:56Z,FA,Good
1126,4chan,246723763,571986,Agroanoftedium,2008-10-21T14:15:49Z,FA,Good
1127,4chan,246723365,571986,Ameliorate!,2008-10-21T14:13:28Z,FA,Good
1128,4chan,246723341,571986,Agroanoftedium,2008-10-21T14:13:19Z,FA,Good
1129,4chan,198033110,571986,SineBot,2008-03-13T20:01:03Z,FA,Good
1130,4chan,198032851,571986,86.31.39.84,2008-03-13T19:59:52Z,FA,Good
1131,4chan,196833154,571986,66.31.169.189,2008-03-08T19:30:30Z,FA,Good
1132,4chan,172087791,571986,213.114.242.85,2007-11-17T14:37:35Z,FA,Good
1133,4chan,153129682,571986,SineBot,2007-08-23T11:03:41Z,FA,Good
1134,4chan,153129524,571986,79.75.247.63,2007-08-23T11:02:02Z,FA,Good
1135,4chan,144019387,571986,Altenmann,2007-07-11T18:55:16Z,FA,Good
1136,4chan,143826110,571986,Java7837,2007-07-10T21:35:55Z,FA,Good
1137,4chan,130631408,571986,PrimeFan,2007-05-13T22:05:25Z,FA,Good
1138,4chan,128958281,571986,Stannered,2007-05-07T15:35:27Z,FA,Good
1139,4chan,128956754,571986,HagermanBot,2007-05-07T15:29:37Z,FA,Good
1140,4chan,128956741,571986,207.108.244.154,2007-05-07T15:29:33Z,FA,Good
1141,4chan,127437035,571986,Java7837,2007-05-01T15:25:00Z,FA,Good
1142,4chan,123674434,571986,Kolanak,2007-04-17T23:58:00Z,FA,Good
1143,4chan,88890387,571986,Anton Mravcek,2006-11-19T22:44:13Z,FA,Good
1144,4chan,88616398,571986,Leeannedy,2006-11-18T13:41:27Z,FA,Good
1145,4chan,88589833,571986,Harvestman,2006-11-18T08:29:44Z,FA,Good
1146,4chan,87823655,571986,Harvestman,2006-11-14T20:14:07Z,FA,Good
1147,4chan,63026216,571986,DryaUnda,2006-07-10T10:54:41Z,FA,Good
1148,4chan,62781833,571986,Adam12901,2006-07-08T21:56:08Z,FA,Good
1149,4chan,53568089,571986,Anton Mravcek,2006-05-16T20:31:59Z,FA,Good
1150,4chan,53491066,571986,Laserbream,2006-05-16T11:42:34Z,FA,Good
1151,4chan,39851451,571986,211.26.63.204,2006-02-16T07:53:46Z,FA,Good
1152,4chan,39851411,571986,211.26.63.204,2006-02-16T07:53:16Z,FA,Good
1153,4chan,16405171,571986,Uncle G,2005-04-06T10:00:18Z,FA,Good
1154,4chan,11950422,571986,66.32.255.227,2004-11-24T02:40:11Z,FA,Good
1155,4chan,7800776,571986,Template namespace initialisation script,2004-06-04T05:19:48Z,FA,Good
1156,4chan,3911203,571986,Docu,2004-04-02T18:30:04Z,FA,Good
1157,Acid2,844288862,532685,Arthur Rubin (alternate),2018-06-03T23:33:16Z,FA,Good
1158,Acid2,842616075,532685,Dthomsen8,2018-05-23T15:32:08Z,FA,Good
1159,Acid2,803026733,532685,NihlusBOT,2017-09-30T00:22:24Z,FA,Good
1160,Acid2,769153480,532685,Hut 8.5,2017-03-07T21:42:14Z,FA,Good
1161,Acid2,767877604,532685,Amakuru,2017-02-28T13:35:51Z,FA,Good
1162,Acid2,767149160,532685,Laurdecl,2017-02-24T06:15:08Z,FA,Good
1163,Acid2,766855710,532685,Necrothesp,2017-02-22T14:53:13Z,FA,Good
1164,Acid2,766627602,532685,Laurdecl,2017-02-21T06:57:44Z,FA,Good
1165,Acid2,766519952,532685,Georgia guy,2017-02-20T17:26:45Z,FA,Good
1166,Acid2,766498671,532685,Randy Kryn,2017-02-20T14:47:36Z,FA,Good
1167,Acid2,766485223,532685,JFG,2017-02-20T12:57:39Z,FA,Good
1168,Acid2,765652712,532685,Dhrm77,2017-02-15T17:21:49Z,FA,Good
1169,Acid2,765623985,532685,Georgia guy,2017-02-15T13:47:02Z,FA,Good
1170,Acid2,722882484,532685,Dhrm77,2016-05-30T18:09:03Z,FA,Good
1171,Acid2,722487711,532685,SineBot,2016-05-28T13:10:41Z,FA,Good
1172,Acid2,722487652,532685,106.67.108.91,2016-05-28T13:10:02Z,FA,Good
1173,Acid2,718897658,532685,Widefox,2016-05-06T08:47:18Z,FA,Good
1174,Acid2,702598971,532685,Sphilbrick,2016-01-31T15:51:36Z,FA,Good
1175,Acid2,702598700,532685,Sphilbrick,2016-01-31T15:49:13Z,FA,Good
1176,Acid2,698282833,532685,Cyberbot II,2016-01-05T03:52:56Z,FA,Good
1177,Acid2,595508584,532685,108.47.0.42,2014-02-14T22:11:59Z,FA,Good
1178,Acid2,466806414,532685,SebastianHelm,2011-12-20T03:40:45Z,FA,Good
1179,Acid2,431903387,532685,JeffGBot,2011-05-31T22:27:29Z,FA,Good
1180,Acid2,431903364,532685,JeffGBot,2011-05-31T22:27:18Z,FA,Good
1181,Acid2,359617221,532685,WildBot,2010-05-02T10:45:42Z,FA,Good
1182,Acid2,357352045,532685,WildBot,2010-04-21T05:01:10Z,FA,Good
1183,Acid2,357319545,532685,WildBot,2010-04-21T01:08:53Z,FA,Good
1184,Acid2,355103338,532685,WildBot,2010-04-10T08:14:43Z,FA,Good
1185,Acid2,352004989,532685,WildBot,2010-03-25T17:46:28Z,FA,Good
1186,Acid2,351742665,532685,WildBot,2010-03-24T09:07:15Z,FA,Good
1187,Acid2,350396098,532685,WildBot,2010-03-17T13:39:58Z,FA,Good
1188,Acid2,350361953,532685,FrescoBot,2010-03-17T08:07:43Z,FA,Good
1189,Acid2,343521673,532685,Arthur Rubin,2010-02-12T10:23:29Z,FA,Good
1190,Acid2,343520747,532685,82.131.14.3,2010-02-12T10:14:14Z,FA,Good
1191,Acid2,287555398,532685,Magioladitis,2009-05-03T01:16:27Z,FA,Good
1192,Acid2,234434033,532685,74.244.111.121,2008-08-26T21:10:40Z,FA,Good
1193,Acid2,207857735,532685,Lunakeet,2008-04-24T13:56:22Z,FA,Good
1194,Acid2,144019443,532685,Altenmann,2007-07-11T18:55:35Z,FA,Good
1195,Acid2,143833955,532685,Java7837,2007-07-10T22:05:42Z,FA,Good
1196,Acid2,130631565,532685,PrimeFan,2007-05-13T22:06:21Z,FA,Good
1197,Acid2,127436903,532685,Java7837,2007-05-01T15:24:32Z,FA,Good
1198,Acid2,16370690,532685,Noe,2005-05-23T19:27:48Z,FA,Good
1199,Acid2,14123461,532685,Rbrwr,2005-05-22T17:13:39Z,FA,Good
1200,Acid2,14071517,532685,Template namespace initialisation script,2004-06-04T05:19:41Z,FA,Good
1201,Acid2,3911177,532685,Docu,2004-04-02T18:30:19Z,FA,Good
1202,Acid2,3026229,532685,SGBailey,2004-03-17T13:34:57Z,FA,Good
1203,Rosetta@home,844359389,25728923,Certes,2018-06-04T11:59:54Z,FA,Good
1204,Rosetta@home,780747655,25728923,JFG,2017-05-16T23:23:38Z,FA,Good
1205,Rosetta@home,778998946,25728923,RMCD bot,2017-05-06T12:29:45Z,FA,Good
1206,Rosetta@home,765868912,25728923,Wbm1058,2017-02-16T22:02:20Z,FA,Good
1207,Rosetta@home,551644825,25728923,Peter James,2013-04-22T15:30:17Z,FA,Good
1208,Rosetta@home,336616416,25728923,PolarYukon,2010-01-08T16:18:13Z,FA,Good
1209,The Million Dollar Homepage,862905671,25728927,Certes,2018-10-07T13:24:58Z,FA,Good
1210,The Million Dollar Homepage,862904263,25728927,Xayahrainie43,2018-10-07T13:11:00Z,FA,Good
1211,The Million Dollar Homepage,862904239,25728927,Xayahrainie43,2018-10-07T13:10:35Z,FA,Good
1212,The Million Dollar Homepage,860688561,25728927,Certes,2018-09-22T11:12:58Z,FA,Good
1213,The Million Dollar Homepage,860645867,25728927,SineBot,2018-09-22T03:38:31Z,FA,Good
1214,The Million Dollar Homepage,860645774,25728927,Xayahrainie43,2018-09-22T03:37:30Z,FA,Good
1215,The Million Dollar Homepage,860238122,25728927,Bolson patel,2018-09-19T08:47:11Z,FA,Good
1216,The Million Dollar Homepage,833136853,25728927,Certes,2018-03-29T21:16:01Z,FA,Good
1217,The Million Dollar Homepage,833132055,25728927,SineBot,2018-03-29T20:43:22Z,FA,Good
1218,The Million Dollar Homepage,833131940,25728927,101.8.197.143,2018-03-29T20:42:18Z,FA,Good
1219,The Million Dollar Homepage,833118677,25728927,Certes,2018-03-29T19:21:36Z,FA,Good
1220,The Million Dollar Homepage,833110802,25728927,SineBot,2018-03-29T18:38:09Z,FA,Good
1221,The Million Dollar Homepage,833110609,25728927,101.8.197.143,2018-03-29T18:37:05Z,FA,Good
1222,The Million Dollar Homepage,780748746,25728927,JFG,2017-05-16T23:34:23Z,FA,Good
1223,The Million Dollar Homepage,780748610,25728927,JFG,2017-05-16T23:33:07Z,FA,Good
1224,The Million Dollar Homepage,780748194,25728927,JFG,2017-05-16T23:29:08Z,FA,Good
1225,The Million Dollar Homepage,766257927,25728927,Wbm1058,2017-02-19T04:52:23Z,FA,Good
1226,The Million Dollar Homepage,551644767,25728927,Peter James,2013-04-22T15:29:59Z,FA,Good
1227,The Million Dollar Homepage,336616510,25728927,PolarYukon,2010-01-08T16:18:50Z,FA,Good
1228,Heartbleed,780748705,8080719,JFG,2017-05-16T23:33:59Z,A,Good
1229,Heartbleed,766481975,8080719,Wbm1058,2017-02-20T12:28:58Z,A,Good
1230,Heartbleed,631528774,8080719,FreeRangeFrog,2014-10-28T22:56:30Z,A,Good
1231,Heartbleed,630301194,8080719,67.70.35.44,2014-10-19T23:14:14Z,A,Good
1232,Heartbleed,89597625,8080719,EVula,2006-11-23T05:20:13Z,A,Good
1233,Anonymous (group),854532309,39186667,Ssjhowarthisawesome,2018-08-12T01:48:53Z,A,Good
1234,Anonymous (group),854532287,39186667,Ssjhowarthisawesome,2018-08-12T01:48:33Z,A,Good
1235,Anonymous (group),766712025,39186667,Wbm1058,2017-02-21T18:27:50Z,A,Good
1236,Anonymous (group),551644702,39186667,Peter James,2013-04-22T15:29:35Z,A,Good
1237,Alan Turing,844359396,11072966,Certes,2018-06-04T11:59:59Z,GA,Good
1238,Alan Turing,767034911,11072966,Wbm1058,2017-02-23T15:57:56Z,GA,Good
1239,Alan Turing,128478156,11072966,Searchme,2007-05-05T19:13:00Z,GA,Good
1240,Bill Gates,769351457,8080736,Wbm1058,2017-03-09T00:07:27Z,GA,Good
1241,Bill Gates,89597758,8080736,EVula,2006-11-23T05:21:11Z,GA,Good
1242,Fortinet,769352795,12603387,Wbm1058,2017-03-09T00:17:52Z,GA,Good
1243,Fortinet,551644527,12603387,Peter James,2013-04-22T15:28:29Z,GA,Good
1244,Fortinet,535130140,12603387,Jimp,2013-01-27T07:50:44Z,GA,Good
1245,Fortinet,199189774,12603387,DemolitionLover4Ever,2008-03-18T21:49:54Z,GA,Good
1246,Fortinet,149071752,12603387,69.40.17.75,2007-08-04T03:55:25Z,GA,Good
1247,John von Neumann,769357701,39186659,Wbm1058,2017-03-09T00:58:09Z,GA,Good
1248,John von Neumann,551644469,39186659,Peter James,2013-04-22T15:28:05Z,GA,Good
1249,COBOL,769370683,37458126,Wbm1058,2017-03-09T02:50:29Z,GA,Good
1250,COBOL,519973058,37458126,Koavf,2012-10-26T16:28:33Z,GA,Good
1251,History of Microsoft,769486653,39186663,Wbm1058,2017-03-09T21:17:40Z,GA,Good
1252,History of Microsoft,551644598,39186663,Peter James,2013-04-22T15:28:55Z,GA,Good
1253,History of artificial intelligence,844359406,17048370,Certes,2018-06-04T12:00:05Z,GA,Good
1254,History of artificial intelligence,771112242,17048370,Wbm1058,2017-03-19T16:39:17Z,GA,Good
1255,History of artificial intelligence,207283843,17048370,Crstsk,2008-04-22T03:58:17Z,GA,Good
1256,IPad,775123386,23557818,Wbm1058,2017-04-12T20:23:48Z,GA,Good
1257,IPad,301325225,23557818,Carlossuarez46,2009-07-10T06:25:17Z,GA,Good
1258,IPad (3rd generation),775572120,20225371,Wbm1058,2017-04-15T19:18:57Z,GA,Good
1259,IPad (3rd generation),252025116,20225371,SkiersBot,2008-11-15T21:14:59Z,GA,Good
1260,IPad (4th generation),775606524,20225379,Wbm1058,2017-04-16T00:07:08Z,GA,Good
1261,IPad (4th generation),300352535,20225379,Prapsnot,2009-07-05T04:58:53Z,GA,Good
1262,IPad (4th generation),300352504,20225379,Prapsnot,2009-07-05T04:58:29Z,GA,Good
1263,IPad (4th generation),252025208,20225379,SkiersBot,2008-11-15T21:15:28Z,GA,Good
1264,IPhone 5S,844359408,20483190,Certes,2018-06-04T12:00:07Z,GA,Good
1265,IPhone 5S,776965886,20483190,Wbm1058,2017-04-24T12:44:08Z,GA,Good
1266,IPhone 5S,535140195,20483190,Jimp,2013-01-27T09:22:07Z,GA,Good
1267,IPhone 5S,255007555,20483190,SkiersBot,2008-11-30T15:57:03Z,GA,Good
1268,Jeff Bezos,777068853,40037278,Wbm1058,2017-04-25T01:38:32Z,GA,Good
1269,Jeff Bezos,565286805,40037278,Ser Amantio di Nicolao,2013-07-22T05:42:33Z,GA,Good
1270,MacBook Pro,780052743,16139239,Wbm1058,2017-05-12T17:13:42Z,GA,Good
1271,MacBook Pro,196337140,16139239,Smsarmad,2008-03-06T18:40:27Z,GA,Good
1272,Microsoft Office XP,780056647,40037279,Wbm1058,2017-05-12T17:45:43Z,GA,Good
1273,Microsoft Office XP,565286814,40037279,Ser Amantio di Nicolao,2013-07-22T05:42:39Z,GA,Good
1274,Titan (supercomputer),844359416,40037280,Certes,2018-06-04T12:00:18Z,GA,Good
1275,Titan (supercomputer),780058323,40037280,Wbm1058,2017-05-12T17:58:35Z,GA,Good
1276,Titan (supercomputer),565286820,40037280,Ser Amantio di Nicolao,2013-07-22T05:42:41Z,GA,Good
1277,Windows 10,844359418,40037293,Certes,2018-06-04T12:00:20Z,GA,Good
1278,Windows 10,781069731,40037293,Wbm1058,2017-05-18T21:23:31Z,GA,Good
1279,Windows 10,565286870,40037293,Ser Amantio di Nicolao,2013-07-22T05:43:09Z,GA,Good
1280,Windows XP,781627517,40037294,Wbm1058,2017-05-22T10:11:20Z,GA,Good
1281,Windows XP,565286872,40037294,Ser Amantio di Nicolao,2013-07-22T05:43:11Z,GA,Good
1282,AVG PC TuneUp,783386938,40037297,Wbm1058,2017-06-01T23:33:23Z,GA,Good
1283,AVG PC TuneUp,565286885,40037297,Ser Amantio di Nicolao,2013-07-22T05:43:17Z,GA,Good
1284,Alan Kotok,844359427,8086782,Certes,2018-06-04T12:00:24Z,GA,Good
1285,Alan Kotok,783387990,8086782,Wbm1058,2017-06-01T23:44:11Z,GA,Good
1286,Alan Kotok,89668250,8086782,EVula,2006-11-23T16:25:40Z,GA,Good
1287,Apple Inc. litigation,783613133,40037299,Wbm1058,2017-06-03T14:02:33Z,GA,Good
1288,Apple Inc. litigation,565286903,40037299,Ser Amantio di Nicolao,2013-07-22T05:43:31Z,GA,Good
1289,Apple TV,783958662,40037300,Wbm1058,2017-06-05T17:57:13Z,GA,Good
1290,Apple TV,565286909,40037300,Ser Amantio di Nicolao,2013-07-22T05:43:34Z,GA,Good
1291,Ars Technica,787458424,40037302,Wbm1058,2017-06-25T15:03:30Z,GA,Good
1292,Ars Technica,565286918,40037302,Ser Amantio di Nicolao,2013-07-22T05:43:38Z,GA,Good
1293,Book embedding,787513927,40037303,Wbm1058,2017-06-25T20:51:22Z,GA,Good
1294,Book embedding,565286921,40037303,Ser Amantio di Nicolao,2013-07-22T05:43:42Z,GA,Good
1295,Digital forensics,844359433,20225575,Certes,2018-06-04T12:00:30Z,GA,Good
1296,Digital forensics,787942259,20225575,Wbm1058,2017-06-28T14:14:22Z,GA,Good
1297,Digital forensics,252027125,20225575,SkiersBot,2008-11-15T21:25:21Z,GA,Good
1298,DragonFly BSD,791505832,40037304,Wbm1058,2017-07-20T18:30:39Z,GA,Good
1299,DragonFly BSD,565286927,40037304,Ser Amantio di Nicolao,2013-07-22T05:43:46Z,GA,Good
1300,Forth (programming language),836119750,40037314,101.15.131.146,2018-04-12T19:50:01Z,GA,Good
1301,Forth (programming language),836119486,40037314,101.15.131.146,2018-04-12T19:48:31Z,GA,Good
1302,Forth (programming language),836119409,40037314,101.15.131.146,2018-04-12T19:48:08Z,GA,Good
1303,Forth (programming language),791796317,40037314,Wbm1058,2017-07-22T15:00:31Z,GA,Good
1304,Forth (programming language),565286962,40037314,Ser Amantio di Nicolao,2013-07-22T05:44:08Z,GA,Good
1305,FreeBSD,798002230,40037315,Wbm1058,2017-08-30T11:52:04Z,GA,Good
1306,FreeBSD,565286966,40037315,Ser Amantio di Nicolao,2013-07-22T05:44:10Z,GA,Good
1307,George Armitage Miller,844359443,20225654,Certes,2018-06-04T12:00:33Z,GA,Good
1308,George Armitage Miller,798003087,20225654,Wbm1058,2017-08-30T11:59:37Z,GA,Good
1309,George Armitage Miller,796024976,20225654,Deacon Vorbis,2017-08-18T00:30:20Z,GA,Good
1310,George Armitage Miller,760817616,20225654,NapoliRoma,2017-01-19T07:02:29Z,GA,Good
1311,George Armitage Miller,336604725,20225654,PolarYukon,2010-01-08T15:03:29Z,GA,Good
1312,George Armitage Miller,252027814,20225654,SkiersBot,2008-11-15T21:29:09Z,GA,Good
1313,HTC Dream,798005526,40037316,Wbm1058,2017-08-30T12:19:55Z,GA,Good
1314,HTC Dream,565286969,40037316,Ser Amantio di Nicolao,2013-07-22T05:44:12Z,GA,Good
1315,IPad (1st generation),844359446,38643257,Certes,2018-06-04T12:00:34Z,GA,Good
1316,IPad (1st generation),798007105,38643257,Wbm1058,2017-08-30T12:31:15Z,GA,Good
1317,IPad (1st generation),540497481,38643257,Tbhotch,2013-02-26T04:50:34Z,GA,Good
1318,IPad 2,798009178,20225674,Wbm1058,2017-08-30T12:47:32Z,GA,Good
1319,IPad 2,252028036,20225674,SkiersBot,2008-11-15T21:30:25Z,GA,Good
1320,IPhone 5,798009856,40037317,Wbm1058,2017-08-30T12:52:51Z,GA,Good
1321,IPhone 5,565286971,40037317,Ser Amantio di Nicolao,2013-07-22T05:44:14Z,GA,Good
1322,Itanium,844359450,40037318,Certes,2018-06-04T12:00:37Z,GA,Good
1323,Itanium,798012102,40037318,Wbm1058,2017-08-30T13:12:56Z,GA,Good
1324,Itanium,565286974,40037318,Ser Amantio di Nicolao,2013-07-22T05:44:16Z,GA,Good
1325,Linear probing,798025073,40037319,Wbm1058,2017-08-30T14:57:19Z,GA,Good
1326,Linear probing,565286979,40037319,Ser Amantio di Nicolao,2013-07-22T05:44:19Z,GA,Good
1327,MacBook,798031452,40037320,Wbm1058,2017-08-30T15:44:42Z,GA,Good
1328,MacBook,565286984,40037320,Ser Amantio di Nicolao,2013-07-22T05:44:21Z,GA,Good
1329,MacPaint,844359451,20225739,Certes,2018-06-04T12:00:38Z,GA,Good
1330,MacPaint,798118346,20225739,Wbm1058,2017-08-31T02:55:28Z,GA,Good
1331,MacPaint,252028859,20225739,SkiersBot,2008-11-15T21:34:47Z,GA,Good
1332,Mac Pro,798178893,40037328,Wbm1058,2017-08-31T12:23:44Z,GA,Good
1333,Mac Pro,565287016,40037328,Ser Amantio di Nicolao,2013-07-22T05:44:37Z,GA,Good
1334,Micro Instrumentation and Telemetry Systems,798223571,40037329,Wbm1058,2017-08-31T17:25:18Z,GA,Good
1335,Micro Instrumentation and Telemetry Systems,565287020,40037329,Ser Amantio di Nicolao,2013-07-22T05:44:39Z,GA,Good
1336,Movieland,798367015,40037330,Wbm1058,2017-09-01T14:01:00Z,GA,Good
1337,Movieland,565287025,40037330,Ser Amantio di Nicolao,2013-07-22T05:44:41Z,GA,Good
1338,Norton Internet Security,798375368,37458343,Wbm1058,2017-09-01T15:06:52Z,GA,Good
1339,Norton Internet Security,519974794,37458343,Koavf,2012-10-26T16:39:13Z,GA,Good
1340,Null (SQL),798542410,52523649,Wbm1058,2017-09-02T13:49:48Z,GA,Good
1341,Null (SQL),753754517,52523649,Materialscientist,2016-12-09T00:04:05Z,GA,Good
1342,PHP,798554066,40037331,Wbm1058,2017-09-02T15:30:38Z,GA,Good
1343,PHP,565287028,40037331,Ser Amantio di Nicolao,2013-07-22T05:44:43Z,GA,Good
1344,Perl,798563207,40037332,Wbm1058,2017-09-02T16:49:10Z,GA,Good
1345,Perl,565287030,40037332,Ser Amantio di Nicolao,2013-07-22T05:44:45Z,GA,Good
1346,Plan 9 from Bell Labs,798565894,40037333,Wbm1058,2017-09-02T17:08:32Z,GA,Good
1347,Plan 9 from Bell Labs,565287032,40037333,Ser Amantio di Nicolao,2013-07-22T05:44:48Z,GA,Good
1348,Python (programming language),798570058,40037334,Wbm1058,2017-09-02T17:36:25Z,GA,Good
1349,Python (programming language),565287033,40037334,Ser Amantio di Nicolao,2013-07-22T05:44:50Z,GA,Good
1350,Qualcomm Snapdragon,798584746,40037341,Wbm1058,2017-09-02T19:16:56Z,GA,Good
1351,Qualcomm Snapdragon,565287060,40037341,Ser Amantio di Nicolao,2013-07-22T05:45:05Z,GA,Good
1352,Randy Pausch,798594700,40037343,Wbm1058,2017-09-02T20:25:02Z,GA,Good
1353,Randy Pausch,565287068,40037343,Ser Amantio di Nicolao,2013-07-22T05:45:09Z,GA,Good
1354,ReactOS,798613410,40037344,Wbm1058,2017-09-02T22:34:47Z,GA,Good
1355,ReactOS,565287075,40037344,Ser Amantio di Nicolao,2013-07-22T05:45:11Z,GA,Good
1356,Richard Hamming,798642227,40037345,Wbm1058,2017-09-03T02:23:52Z,GA,Good
1357,Richard Hamming,565287080,40037345,Ser Amantio di Nicolao,2013-07-22T05:45:13Z,GA,Good
1358,Sergey Brin,798733776,40037346,Wbm1058,2017-09-03T14:12:23Z,GA,Good
1359,Sergey Brin,565287081,40037346,Ser Amantio di Nicolao,2013-07-22T05:45:16Z,GA,Good
1360,Slashdot,798763730,40037348,Wbm1058,2017-09-03T17:59:46Z,GA,Good
1361,Slashdot,565287087,40037348,Ser Amantio di Nicolao,2013-07-22T05:45:20Z,GA,Good
1362,Steam (software),798787075,20456424,Wbm1058,2017-09-03T20:30:38Z,GA,Good
1363,Steam (software),535135038,20456424,Jimp,2013-01-27T08:36:42Z,GA,Good
1364,Steam (software),254719791,20456424,SkiersBot,2008-11-29T02:50:03Z,GA,Good
1365,System 6,799229385,40037349,Wbm1058,2017-09-06T12:54:35Z,GA,Good
1366,System 6,565287089,40037349,Ser Amantio di Nicolao,2013-07-22T05:45:22Z,GA,Good
1367,Twitter,799244193,40037351,Wbm1058,2017-09-06T14:58:50Z,GA,Good
1368,Twitter,565287093,40037351,Ser Amantio di Nicolao,2013-07-22T05:45:24Z,GA,Good
1369,Watson (computer),799427048,16139836,Wbm1058,2017-09-07T17:30:03Z,GA,Good
1370,Watson (computer),216182844,16139836,134.76.63.97,2008-05-31T13:29:02Z,GA,Good
1371,Watson (computer),196344217,16139836,Smsarmad,2008-03-06T19:09:24Z,GA,Good
1372,WinFS,800276910,40037361,Wbm1058,2017-09-12T14:32:38Z,GA,Good
1373,WinFS,565287123,40037361,Ser Amantio di Nicolao,2013-07-22T05:45:41Z,GA,Good
1374,Windows 8.1,801504940,40037363,Wbm1058,2017-09-20T02:01:52Z,GA,Good
1375,Windows 8.1,565287127,40037363,Ser Amantio di Nicolao,2013-07-22T05:45:45Z,GA,Good
1376,Windows Mobile,801506144,40037364,Wbm1058,2017-09-20T02:12:39Z,GA,Good
1377,Windows Mobile,565287133,40037364,Ser Amantio di Nicolao,2013-07-22T05:45:48Z,GA,Good
1378,Write amplification,801509876,40037367,Wbm1058,2017-09-20T02:46:48Z,GA,Good
1379,Write amplification,565287146,40037367,Ser Amantio di Nicolao,2013-07-22T05:45:54Z,GA,Good
1380,ZX81,801514000,40037368,Wbm1058,2017-09-20T03:33:48Z,GA,Good
1381,ZX81,565287150,40037368,Ser Amantio di Nicolao,2013-07-22T05:45:56Z,GA,Good
1382,AACS encryption key controversy,801564273,40037369,Wbm1058,2017-09-20T13:05:35Z,GA,Good
1383,AACS encryption key controversy,565287152,40037369,Ser Amantio di Nicolao,2013-07-22T05:45:58Z,GA,Good
1384,Allocator (C++),801567978,40037372,Wbm1058,2017-09-20T13:40:07Z,GA,Good
1385,Allocator (C++),565287157,40037372,Ser Amantio di Nicolao,2013-07-22T05:46:01Z,GA,Good
1386,Arena (web browser),801670272,40037373,Wbm1058,2017-09-21T03:05:12Z,GA,Good
1387,Arena (web browser),565287160,40037373,Ser Amantio di Nicolao,2013-07-22T05:46:03Z,GA,Good
1388,Automated Tropical Cyclone Forecasting System,801702554,40037374,Wbm1058,2017-09-21T09:10:02Z,GA,Good
1389,Automated Tropical Cyclone Forecasting System,565287166,40037374,Ser Amantio di Nicolao,2013-07-22T05:46:05Z,GA,Good
1390,BackupHDDVD,801706955,40037375,Wbm1058,2017-09-21T10:01:59Z,GA,Good
1391,BackupHDDVD,565287168,40037375,Ser Amantio di Nicolao,2013-07-22T05:46:07Z,GA,Good
1392,BitLocker,801712367,40037379,Wbm1058,2017-09-21T10:55:51Z,GA,Good
1393,BitLocker,565287180,40037379,Ser Amantio di Nicolao,2013-07-22T05:46:15Z,GA,Good
1394,Bomis,801723352,40037380,Wbm1058,2017-09-21T12:48:35Z,GA,Good
1395,Bomis,565287183,40037380,Ser Amantio di Nicolao,2013-07-22T05:46:17Z,GA,Good
1396,Cathode-ray tube amusement device,801724386,40037381,Wbm1058,2017-09-21T12:57:51Z,GA,Good
1397,Cathode-ray tube amusement device,565287190,40037381,Ser Amantio di Nicolao,2013-07-22T05:46:20Z,GA,Good
1398,Code42,801725376,40037382,Wbm1058,2017-09-21T13:08:05Z,GA,Good
1399,Code42,565287192,40037382,Ser Amantio di Nicolao,2013-07-22T05:46:22Z,GA,Good
